Στ. Ατμοσφαιρικής Ρύπανσης   οδού Εγνατίας (Κέντρο Πόλης),A.A.,Ημερο- μηνία,Ημέρα,SO2 μg/m3,PM10 μg/m3,PM2.5 μg/m3,CO mg/m3,NO μg/m3,NO2 μg/m3,O3 μg/m3,_sheet,Στ. Ατμοσφαιρικής Ρύπανσης   οδού 25ης Μαρτίου (Αν. Θεσ/νίκη),Στ. Ατμοσφαιρικής Ρύπανσης   οδού Λαγκαδά (Δυτ. Θεσ/νίκη),Στ. Ατμοσφαιρικής Ρύπανσης   Επταπυργίου (Άνω Πόλη),Στ. Ατμοσφαιρικής Ρύπανσης   Μαλακοπής (Αν. Θεσ/νίκη περιοχή Τούμπας),Στ. Ατμοσφαιρικής Ρύπανσης   Νέου Δημαρχείου (Γεωγραφικό κέντρο πόλης)
,7829.0,2010-06-08,2010-06-08,4.0,20.0,,1.6,89.0,101.0,40.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7830.0,2010-06-09,2010-06-09,1.0,30.0,,2.0,103.0,105.0,44.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7831.0,2010-06-10,2010-06-10,4.0,23.0,,2.4,77.0,94.0,36.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7832.0,2010-06-11,2010-06-11,6.0,34.0,,1.9,86.0,103.0,39.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7833.0,2010-06-12,2010-06-12,2.0,31.0,,1.5,65.0,93.0,46.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7834.0,2010-06-13,2010-06-13,2.0,28.0,,1.7,63.0,94.0,42.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7835.0,2010-06-14,2010-06-14,4.0,39.0,,0.9,93.0,96.0,44.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7836.0,2010-06-15,2010-06-15,15.0,53.0,,0.5,81.0,87.0,46.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7837.0,2010-06-16,2010-06-16,9.0,76.0,,2.5,73.0,97.0,43.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7838.0,2010-06-17,2010-06-17,1.0,77.0,,2.9,75.0,93.0,40.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7839.0,2010-06-18,2010-06-18,2.0,70.0,,1.4,69.0,85.0,37.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7840.0,2010-06-19,2010-06-19,2.0,36.0,,1.3,61.0,75.0,44.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7841.0,2010-06-20,2010-06-20,1.0,28.0,,2.1,57.0,81.0,38.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7842.0,2010-06-21,2010-06-21,4.0,39.0,,1.5,106.0,101.0,29.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7843.0,2010-06-22,2010-06-22,8.0,33.0,,1.9,128.0,106.0,34.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7844.0,2010-06-23,2010-06-23,1.0,27.0,,1.9,108.0,80.0,28.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7845.0,2010-06-24,2010-06-24,2.0,36.0,,1.7,144.0,105.0,32.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7846.0,2010-06-25,2010-06-25,7.0,32.0,,2.4,149.0,114.0,28.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7847.0,2010-06-26,2010-06-26,5.0,35.0,,1.2,123.0,110.0,34.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7848.0,2010-06-27,2010-06-27,1.0,24.0,,2.5,81.0,80.0,44.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7849.0,2010-06-28,2010-06-28,2.0,34.0,,2.1,100.0,95.0,36.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7850.0,2010-06-29,2010-06-29,6.0,36.0,,2.1,66.0,78.0,34.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7851.0,2010-06-30,2010-06-30,4.0,33.0,,1.9,91.0,86.0,35.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7852.0,2010-07-01,2010-07-01,2.0,37.0,,2.0,80.0,93.0,35.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7853.0,2010-07-02,2010-07-02,6.0,41.0,,2.3,98.0,104.0,32.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7854.0,2010-07-03,2010-07-03,4.0,30.0,,1.3,72.0,88.0,32.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7855.0,2010-07-04,2010-07-04,6.0,39.0,,1.2,48.0,73.0,37.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7856.0,2010-07-05,2010-07-05,7.0,35.0,,2.0,130.0,119.0,33.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7857.0,2010-07-06,2010-07-06,7.0,47.0,,1.3,121.0,114.0,30.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7858.0,2010-07-07,2010-07-07,4.0,37.0,,1.5,119.0,112.0,39.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7859.0,2010-07-08,2010-07-08,3.0,31.0,,1.7,84.0,74.0,36.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7860.0,2010-07-09,2010-07-09,4.0,33.0,,2.0,143.0,106.0,26.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7861.0,2010-07-10,2010-07-10,2.0,32.0,,1.6,74.0,85.0,38.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7862.0,2010-07-11,2010-07-11,2.0,28.0,,1.7,44.0,68.0,45.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7863.0,2010-07-12,2010-07-12,1.0,42.0,,3.3,86.0,98.0,34.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7864.0,2010-07-13,2010-07-13,1.0,53.0,,1.5,72.0,97.0,33.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7865.0,2010-07-14,2010-07-14,1.0,46.0,,2.1,86.0,104.0,34.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7866.0,2010-07-15,2010-07-15,4.0,50.0,,1.6,118.0,118.0,40.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7867.0,2010-07-16,2010-07-16,3.0,46.0,29.0,1.9,58.0,83.0,65.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7868.0,2010-07-17,2010-07-17,5.0,45.0,28.0,2.4,52.0,80.0,49.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7869.0,2010-07-18,2010-07-18,7.0,42.0,27.0,2.0,40.0,77.0,55.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7870.0,2010-07-19,2010-07-19,4.0,51.0,29.0,1.8,110.0,115.0,35.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7871.0,2010-07-20,2010-07-20,4.0,48.0,32.0,2.2,108.0,118.0,34.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7872.0,2010-07-21,2010-07-21,6.0,46.0,31.0,1.3,63.0,92.0,50.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7873.0,2010-07-22,2010-07-22,8.0,38.0,28.0,2.2,125.0,126.0,32.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7874.0,2010-07-23,2010-07-23,5.0,41.0,30.0,1.9,80.0,104.0,46.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7875.0,2010-07-24,2010-07-24,2.0,48.0,30.0,1.4,71.0,92.0,48.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7876.0,2010-07-25,2010-07-25,7.0,31.0,18.0,1.8,58.0,76.0,39.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7877.0,2010-07-26,2010-07-26,1.0,42.0,23.0,2.1,136.0,99.0,18.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7878.0,2010-07-27,2010-07-27,3.0,32.0,21.0,1.5,91.0,88.0,29.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7879.0,2010-07-28,2010-07-28,3.0,31.0,22.0,1.5,140.0,117.0,22.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7880.0,2010-07-29,2010-07-29,5.0,28.0,20.0,2.5,75.0,89.0,37.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7881.0,2010-07-30,2010-07-30,6.0,31.0,24.0,2.5,60.0,89.0,36.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7882.0,2010-07-31,2010-07-31,3.0,35.0,27.0,1.8,53.0,76.0,41.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7883.0,2010-08-01,2010-08-01,4.0,25.0,23.0,1.7,77.0,92.0,33.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7884.0,2010-08-02,2010-08-02,4.0,41.0,30.0,1.6,111.0,109.0,33.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7885.0,2010-08-03,2010-08-03,3.0,51.0,39.0,2.1,80.0,99.0,39.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7886.0,2010-08-04,2010-08-04,4.0,59.0,37.0,1.2,99.0,116.0,36.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7887.0,2010-08-05,2010-08-05,4.0,41.0,29.0,1.2,81.0,94.0,44.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7888.0,2010-08-06,2010-08-06,2.0,49.0,34.0,1.7,59.0,77.0,41.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7889.0,2010-08-07,2010-08-07,2.0,47.0,31.0,1.5,55.0,74.0,41.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7890.0,2010-08-08,2010-08-08,3.0,36.0,28.0,1.8,75.0,97.0,20.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7891.0,2010-08-09,2010-08-09,2.0,33.0,27.0,2.6,128.0,114.0,22.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7892.0,2010-08-10,2010-08-10,6.0,34.0,27.0,2.2,131.0,120.0,25.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7893.0,2010-08-11,2010-08-11,4.0,41.0,32.0,2.3,85.0,112.0,30.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7894.0,2010-08-12,2010-08-12,4.0,52.0,37.0,2.2,82.0,116.0,37.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7895.0,2010-08-13,2010-08-13,3.0,59.0,36.0,1.9,68.0,94.0,43.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7896.0,2010-08-14,2010-08-14,1.0,51.0,33.0,1.2,57.0,94.0,35.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7897.0,2010-08-15,2010-08-15,4.0,42.0,28.0,2.1,44.0,76.0,36.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7898.0,2010-08-16,2010-08-16,5.0,44.0,30.0,1.5,64.0,100.0,37.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7899.0,2010-08-17,2010-08-17,14.0,50.0,34.0,2.5,81.0,113.0,35.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7900.0,2010-08-18,2010-08-18,3.0,48.0,35.0,1.4,87.0,107.0,31.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7901.0,2010-08-19,2010-08-19,1.0,60.0,35.0,1.3,75.0,82.0,33.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7902.0,2010-08-20,2010-08-20,3.0,53.0,33.0,1.8,94.0,119.0,24.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7903.0,2010-08-21,2010-08-21,2.0,33.0,21.0,1.2,54.0,72.0,31.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7904.0,2010-08-22,2010-08-22,1.0,27.0,18.0,1.1,54.0,74.0,32.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7905.0,2010-08-23,2010-08-23,2.0,33.0,22.0,2.2,88.0,99.0,30.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7906.0,2010-08-24,2010-08-24,7.0,35.0,22.0,1.7,66.0,87.0,26.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7907.0,2010-08-25,2010-08-25,6.0,45.0,27.0,1.9,79.0,92.0,29.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7908.0,2010-08-26,2010-08-26,3.0,51.0,33.0,1.6,103.0,117.0,24.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7909.0,2010-08-27,2010-08-27,2.0,48.0,31.0,1.7,58.0,83.0,31.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7910.0,2010-08-28,2010-08-28,2.0,44.0,30.0,2.3,61.0,82.0,27.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7911.0,2010-08-29,2010-08-29,2.0,39.0,23.0,1.5,95.0,99.0,21.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7912.0,2010-08-30,2010-08-30,6.0,43.0,25.0,1.7,75.0,82.0,26.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7913.0,2010-08-31,2010-08-31,1.0,43.0,25.0,1.7,78.0,86.0,28.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7914.0,2010-09-01,2010-09-01,2.0,39.0,20.0,1.6,131.0,99.0,23.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7915.0,2010-09-02,2010-09-02,4.0,26.0,17.0,2.0,124.0,103.0,20.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7916.0,2010-09-03,2010-09-03,5.0,36.0,21.0,1.8,79.0,95.0,21.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7917.0,2010-09-04,2010-09-04,1.0,45.0,27.0,2.2,122.0,97.0,18.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7918.0,2010-09-05,2010-09-05,4.0,37.0,23.0,2.7,105.0,97.0,17.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7919.0,2010-09-06,2010-09-06,3.0,40.0,24.0,2.3,88.0,91.0,23.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7920.0,2010-09-07,2010-09-07,4.0,47.0,28.0,2.6,77.0,92.0,22.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7921.0,2010-09-08,2010-09-08,2.0,45.0,27.0,2.1,82.0,91.0,25.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7922.0,2010-09-09,2010-09-09,2.0,50.0,30.0,1.8,76.0,95.0,21.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7923.0,2010-09-10,2010-09-10,1.0,43.0,24.0,2.0,66.0,81.0,25.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7924.0,2010-09-11,2010-09-11,3.0,29.0,18.0,1.8,53.0,60.0,31.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7925.0,2010-09-12,2010-09-12,1.0,35.0,23.0,1.5,104.0,83.0,20.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7926.0,2010-09-13,2010-09-13,4.0,44.0,25.0,1.3,90.0,89.0,27.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7927.0,2010-09-14,2010-09-14,1.0,46.0,28.0,0.7,99.0,99.0,26.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7928.0,2010-09-15,2010-09-15,6.0,57.0,31.0,1.8,72.0,99.0,24.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7929.0,2010-09-16,2010-09-16,3.0,69.0,37.0,1.5,87.0,105.0,23.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7930.0,2010-09-17,2010-09-17,5.0,75.0,41.0,2.2,98.0,108.0,22.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7931.0,2010-09-18,2010-09-18,3.0,67.0,38.0,0.8,70.0,85.0,25.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7932.0,2010-09-19,2010-09-19,4.0,45.0,28.0,1.4,54.0,69.0,26.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7933.0,2010-09-20,2010-09-20,3.0,52.0,27.0,1.7,142.0,105.0,21.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7934.0,2010-09-21,2010-09-21,5.0,38.0,23.0,2.0,119.0,96.0,22.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7935.0,2010-09-22,2010-09-22,3.0,35.0,21.0,2.3,88.0,94.0,24.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7936.0,2010-09-23,2010-09-23,4.0,29.0,19.0,1.7,113.0,106.0,23.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7937.0,2010-09-24,2010-09-24,3.0,31.0,19.0,2.2,76.0,93.0,26.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7938.0,2010-09-25,2010-09-25,1.0,39.0,22.0,2.1,43.0,71.0,28.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7939.0,2010-09-26,2010-09-26,3.0,20.0,10.0,1.0,43.0,60.0,29.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7940.0,2010-09-27,2010-09-27,6.0,28.0,17.0,2.1,140.0,105.0,15.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7941.0,2010-09-28,2010-09-28,5.0,33.0,19.0,2.5,120.0,97.0,18.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7942.0,2010-09-29,2010-09-29,1.0,33.0,19.0,1.8,98.0,80.0,23.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7943.0,2010-09-30,2010-09-30,2.0,26.0,19.0,2.0,166.0,112.0,22.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7944.0,2010-10-01,2010-10-01,5.0,21.0,17.0,2.0,120.0,103.0,20.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7945.0,2010-10-02,2010-10-02,3.0,23.0,16.0,1.3,69.0,88.0,24.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7946.0,2010-10-03,2010-10-03,3.0,29.0,21.0,1.5,71.0,82.0,27.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7947.0,2010-10-04,2010-10-04,1.0,26.0,20.0,1.8,177.0,110.0,15.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7948.0,2010-10-05,2010-10-05,1.0,39.0,22.0,1.4,86.0,75.0,11.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7949.0,2010-10-06,2010-10-06,2.0,25.0,19.0,1.9,143.0,98.0,12.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7950.0,2010-10-07,2010-10-07,1.0,40.0,21.0,1.1,127.0,88.0,20.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7951.0,2010-10-08,2010-10-08,1.0,37.0,24.0,2.0,156.0,96.0,14.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7952.0,2010-10-09,2010-10-09,2.0,52.0,29.0,1.3,164.0,111.0,16.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7953.0,2010-10-10,2010-10-10,5.0,94.0,51.0,2.4,135.0,109.0,20.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7954.0,2010-10-11,2010-10-11,5.0,54.0,45.0,3.1,192.0,114.0,9.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7955.0,2010-10-12,2010-10-12,4.0,39.0,24.0,2.3,137.0,99.0,9.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7956.0,2010-10-13,2010-10-13,1.0,55.0,33.0,2.5,151.0,78.0,5.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7957.0,2010-10-14,2010-10-14,2.0,35.0,21.0,2.5,122.0,80.0,6.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7958.0,2010-10-15,2010-10-15,1.0,25.0,15.0,1.6,103.0,82.0,10.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7959.0,2010-10-16,2010-10-16,1.0,33.0,18.0,1.3,73.0,72.0,14.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7960.0,2010-10-17,2010-10-17,3.0,30.0,21.0,1.7,110.0,81.0,16.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7961.0,2010-10-18,2010-10-18,2.0,26.0,16.0,1.5,127.0,101.0,16.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7962.0,2010-10-19,2010-10-19,1.0,38.0,16.0,1.2,42.0,66.0,28.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7963.0,2010-10-20,2010-10-20,4.0,38.0,19.0,2.7,101.0,92.0,21.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7964.0,2010-10-21,2010-10-21,5.0,31.0,22.0,2.2,186.0,111.0,14.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7965.0,2010-10-22,2010-10-22,4.0,27.0,19.0,1.6,129.0,96.0,16.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7966.0,2010-10-23,2010-10-23,3.0,34.0,23.0,2.3,98.0,90.0,15.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7967.0,2010-10-24,2010-10-24,5.0,44.0,31.0,2.2,108.0,88.0,20.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7968.0,2010-10-25,2010-10-25,6.0,45.0,36.0,2.1,140.0,106.0,10.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7969.0,2010-10-26,2010-10-26,5.0,32.0,25.0,1.9,113.0,96.0,13.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7970.0,2010-10-27,2010-10-27,1.0,27.0,23.0,1.2,199.0,107.0,7.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7971.0,2010-10-28,2010-10-28,1.0,32.0,18.0,1.5,116.0,81.0,13.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7972.0,2010-10-29,2010-10-29,2.0,45.0,27.0,2.4,156.0,105.0,13.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7973.0,2010-10-30,2010-10-30,7.0,51.0,39.0,1.7,117.0,92.0,13.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7974.0,2010-10-31,2010-10-31,8.0,52.0,47.0,2.1,130.0,83.0,17.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7975.0,2010-11-01,2010-11-01,17.0,70.0,62.0,2.0,185.0,110.0,17.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7976.0,2010-11-02,2010-11-02,11.0,76.0,63.0,2.1,161.0,105.0,17.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7977.0,2010-11-03,2010-11-03,9.0,78.0,61.0,1.4,175.0,105.0,16.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7978.0,2010-11-04,2010-11-04,9.0,83.0,67.0,2.0,169.0,110.0,16.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7979.0,2010-11-05,2010-11-05,14.0,98.0,71.0,3.8,226.0,108.0,14.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7980.0,2010-11-06,2010-11-06,11.0,82.0,67.0,2.4,153.0,108.0,16.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7981.0,2010-11-07,2010-11-07,8.0,83.0,65.0,2.3,134.0,99.0,20.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7982.0,2010-11-08,2010-11-08,5.0,64.0,44.0,1.3,104.0,88.0,13.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7983.0,2010-11-09,2010-11-09,5.0,37.0,18.0,0.8,51.0,69.0,24.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7984.0,2010-11-10,2010-11-10,2.0,153.0,41.0,1.1,41.0,63.0,33.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7985.0,2010-11-11,2010-11-11,4.0,196.0,68.0,1.1,82.0,80.0,17.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7986.0,2010-11-12,2010-11-12,8.0,116.0,49.0,1.6,125.0,86.0,11.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7987.0,2010-11-13,2010-11-13,6.0,83.0,45.0,2.3,105.0,78.0,12.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7988.0,2010-11-14,2010-11-14,8.0,75.0,52.0,2.4,146.0,74.0,10.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7989.0,2010-11-15,2010-11-15,8.0,88.0,54.0,2.3,184.0,94.0,10.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7990.0,2010-11-16,2010-11-16,7.0,74.0,51.0,1.5,112.0,86.0,16.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7991.0,2010-11-17,2010-11-17,3.0,67.0,46.0,1.5,101.0,86.0,11.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7992.0,2010-11-18,2010-11-18,6.0,58.0,35.0,2.2,112.0,89.0,13.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7993.0,2010-11-19,2010-11-19,6.0,56.0,41.0,2.3,141.0,94.0,11.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7994.0,2010-11-20,2010-11-20,8.0,63.0,34.0,2.2,125.0,89.0,14.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7995.0,2010-11-21,2010-11-21,6.0,59.0,33.0,1.9,119.0,85.0,18.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7996.0,2010-11-22,2010-11-22,2.0,36.0,26.0,2.4,100.0,66.0,19.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7997.0,2010-11-23,2010-11-23,5.0,43.0,23.0,1.9,60.0,55.0,29.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7998.0,2010-11-24,2010-11-24,6.0,26.0,18.0,1.1,95.0,69.0,23.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7999.0,2010-11-25,2010-11-25,9.0,55.0,29.0,1.7,87.0,95.0,11.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,8000.0,2010-11-26,2010-11-26,7.0,32.0,26.0,1.9,101.0,92.0,13.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,8001.0,2010-11-27,2010-11-27,9.0,60.0,35.0,2.6,146.0,102.0,9.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,8002.0,2010-11-28,2010-11-28,9.0,60.0,43.0,1.9,87.0,78.0,11.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,8003.0,2010-11-29,2010-11-29,4.0,129.0,46.0,1.8,94.0,80.0,10.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,8004.0,2010-11-30,2010-11-30,4.0,62.0,34.0,1.9,84.0,77.0,11.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,8005.0,2010-12-01,2010-12-01,8.0,132.0,71.0,3.3,132.0,70.0,17.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,8006.0,2010-12-02,2010-12-02,10.0,70.0,38.0,1.9,60.0,57.0,26.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,8007.0,2010-12-03,2010-12-03,8.0,47.0,26.0,2.2,93.0,69.0,20.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,8008.0,2010-12-04,2010-12-04,5.0,43.0,22.0,2.1,48.0,56.0,16.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
